caption_index,image_id,caption
20322,3108732084_565b423162,a snowboarder
20323,3108732084_565b423162,someone on a nitro snowboard in midair and another person on the ground behind them .
20324,3108732084_565b423162,two snowboarders in a snowy scene .
20325,3109124656_626b596d5e,a couple sits on a floral couch while an older woman in the background smiles .
20326,3109124656_626b596d5e,a couple sitting together on a flowered sofa with an older woman .
20327,3109124656_626b596d5e,a man and woman have their arms around each other while an older woman in orange sits next to them .
20328,3109124656_626b596d5e,a man and woman hug on a couch while another woman smiles .
20329,3109124656_626b596d5e,a man and woman pose on a couch .
20330,3109136206_f7d201b368,a brown dog drinks from a body of water .
20331,3109136206_f7d201b368,a brown dog is starting to walk into water .
20332,3109136206_f7d201b368,a brown dog steps into murky water .
20333,3109136206_f7d201b368,a dog getting into some water .
20334,3109136206_f7d201b368,a dog putting his legs into a pond
20335,3109268897_d43797fc6a,an elderly gentleman very smartly dressed .
20336,3109268897_d43797fc6a,an older asian man wearing an embroidered ski cap poses for a picture .
20337,3109268897_d43797fc6a,an old man stands in front of a doorway .
20338,3109268897_d43797fc6a,older gentleman in a red coat and black and white polka dot scarf .
20339,3109268897_d43797fc6a,old man with a black coat and hat .
20340,3109688427_d2e702456c,a man and two girls look at something in the woods .
20341,3109688427_d2e702456c,a man and two young girls in a forest .
20342,3109688427_d2e702456c,a man and young girl stand together looking at something with a small child nearby .
20343,3109688427_d2e702456c,a man stands with two children in a wooded area looking at something in the distance .
20344,3109688427_d2e702456c,the two girls and their dad are looking in at the path .
20345,3109704348_c6416244ce,"during a game of rugby , a man tackles another ."
20346,3109704348_c6416244ce,men play football .
20347,3109704348_c6416244ce,the guys are playing a sport .
20348,3109704348_c6416244ce,the man with the soccor ball is being hit by another man .
20349,3109704348_c6416244ce,three men play ball in a field .
20350,3109780402_dbae082dc5,a girl in colorful leggings and a white shirt sits next to similarly dressed girl in a small cubicle .
20351,3109780402_dbae082dc5,two girls crouch in a small stall .
20352,3109780402_dbae082dc5,two women in a bathroom stall .
20353,3109780402_dbae082dc5,two young woman dressed in white shirts sit in a small space .
20354,3109780402_dbae082dc5,two young women sitting against a concrete wall .
20355,3110018626_307a123b59,two brown and black dogs run through the dry grass .
20356,3110018626_307a123b59,two dogs are running in a field .
20357,3110018626_307a123b59,two dogs run around together in the field .
20358,3110018626_307a123b59,two dogs running through high grass .
20359,3110018626_307a123b59,two large dogs frolic in a grassy field .
20360,3110174991_a4b05f8a46,a man and a woman stare at the ground .
20361,3110174991_a4b05f8a46,a man is helping someone put on a fancy robe .
20362,3110174991_a4b05f8a46,a man wearing a dark suit looks down as another person dressed in black and white does the same .
20363,3110174991_a4b05f8a46,the bald woman is standing smiling next to a frowning man .
20364,3110174991_a4b05f8a46,two men talk and laugh .
20365,3110614694_fecc23ca65,a dog is running on snow with a snowball it its mouth .
20366,3110614694_fecc23ca65,a dog running across the snow with a snowball in its mouth .
20367,3110614694_fecc23ca65,a reddish brown dog runs across the snow with a snowball in its mouth .
20368,3110614694_fecc23ca65,the beautiful reddish dog lopes around the flat snowy street with a snowball in its mouth .
20369,3110614694_fecc23ca65,the brown dog runs on the snow with a white ball in his mouth .
20370,3110649716_c17e14670e,a man helps another man tie a red ribbon onto his arm .
20371,3110649716_c17e14670e,a man helps tie a red ribbon around another man 's right arm during a street parade .
20372,3110649716_c17e14670e,a man is tying a red arm band around another mans arm in the street .
20373,3110649716_c17e14670e,one man helps another attach a red ribbon to his forearm in the midst of a large group of people .
20374,3110649716_c17e14670e,two men stand together ; one is putting something red on his arm .
20375,3111208043_dbe8e87fa1,a man in red shorts runs on a track .
20376,3111208043_dbe8e87fa1,a man running on a track .
20377,3111208043_dbe8e87fa1,a man running track
20378,3111208043_dbe8e87fa1,a man runs on a track outside .
20379,3111208043_dbe8e87fa1,a runner on a track .
20380,3111402233_6285bcba7a,a brown dog shakes while standing in the water near a yellow ball .
20381,3111402233_6285bcba7a,"a brown , wet dog shaking off the water ."
20382,3111402233_6285bcba7a,a dog on the beach shaking off water
20383,3111402233_6285bcba7a,a dog shaking water off
20384,3111402233_6285bcba7a,the brown dog stands in the water and shakes off .
20385,311146855_0b65fdb169,a man and a woman in festive costumes dancing .
20386,311146855_0b65fdb169,a man and a woman with feathers on her head dance .
20387,311146855_0b65fdb169,a man and a woman wearing decorative costumes and dancing in a crowd of onlookers .
20388,311146855_0b65fdb169,one performer wearing a feathered headdress dancing with another performer in the streets
20389,311146855_0b65fdb169,two people are dancing with drums on the right and a crowd behind them .
20390,3111482098_11c0f4f309,an atv rides over a vaste sandy landscape .
20391,3111482098_11c0f4f309,a person on a large wheeled vehicle drives through an orange desert landscape .
20392,3111482098_11c0f4f309,a person on an atv in dunes with a purple sky .
20393,3111482098_11c0f4f309,a person rides an atv through the desert .
20394,3111482098_11c0f4f309,distant person riding off-road vehicle across sand dunes marked with treads .
20395,3111502208_71e2a414f5,"a blue uniformed rollerskater is struggling for the lead against a long-haired , tattooed and red uniformed rollerskater ."
20396,3111502208_71e2a414f5,two girls are battling it out in a roller derby race with other competitors and the referee behind them .
20397,3111502208_71e2a414f5,two women in a roller derby bash into each other .
20398,3111502208_71e2a414f5,two women on rollerskates are grappling .
20399,3111502208_71e2a414f5,two women pushing each other during a rollerskating competition .
20400,3111897772_5211a37a02,a group of girls in dresses dancing .
20401,3111897772_5211a37a02,four women dressed in long colorful skirts and winter clothes are dancing on the street .
20402,3111897772_5211a37a02,"the people are dressed in heavy layered clothing , and are motioning together ."
20403,3111897772_5211a37a02,women in colorful costumes dance in the street in front of a mcdonalds .
20404,3111897772_5211a37a02,women in long skirts and jackets dancing in the back of a mcdonald 's .
20405,311196733_03966b4836,a man looks out of the passenger window of a yellow car to see the tire smoking .
20406,311196733_03966b4836,"a yellow car , a man in it looking to the back where steam is coming out ."
20407,311196733_03966b4836,a yellow car is creating smoke by spinning its tires .
20408,311196733_03966b4836,a yellow car spins its rear wheel while a man in the backseat watches .
20409,311196733_03966b4836,a yellow muscle car is burning rubber while a man in the car with blonde hair looks at the tire .
20410,3112635165_2d614d7c1a,a black and white dog holds a stick in his paw for chewing or playing .
20411,3112635165_2d614d7c1a,a black and white dog laying down with a big stick under its paw .
20412,3112635165_2d614d7c1a,a black and white staffordshire terrier has his paw on large branch
20413,3112635165_2d614d7c1a,the black and white dog has a stick in his paws .
20414,3112635165_2d614d7c1a,there is a black and white dog chewing on a branch outside .
20415,311267421_e204e643cf,a black and white and a brown and white dog running in a grassy field in front of a stand of trees .
20416,311267421_e204e643cf,two dogs are running in a grassy field .
20417,311267421_e204e643cf,two dogs are running through a field of grass .
20418,311267421_e204e643cf,two dogs are running through a grassy area .
20419,311267421_e204e643cf,two dogs running through a grassy field .
20420,3112821789_1f7c3bbb99,a man blows into an electrical instrument by a microphone .
20421,3112821789_1f7c3bbb99,a man blows into a tube while standing in front of a man at the drumset onstage .
20422,3112821789_1f7c3bbb99,a man plays an instrument next to a drummer .
20423,3112821789_1f7c3bbb99,a musician plays a strange pipe instrument whilst standing next to a drummer on a stage .
20424,3112821789_1f7c3bbb99,two men perform a song together onstage .
20425,3113322995_13781860f2,a bobsled team runs through a snowy trail .
20426,3113322995_13781860f2,a pack of huskies run across the snowy ground .
20427,3113322995_13781860f2,a sled and dogs mushing
20428,3113322995_13781860f2,the dogs run in the snow pulling a sled with a person .
20429,3113322995_13781860f2,the dog team is pulling the man on the sled .
20430,3113682377_14fc7b62b0,two female friends pose for a picture at night .
20431,3113682377_14fc7b62b0,two girls smile for the camera .
20432,3113682377_14fc7b62b0,two smiling women pose for a picture .
20433,3113682377_14fc7b62b0,two women sit very close and pose for their picture to be taken .
20434,3113682377_14fc7b62b0,two young women pose and smile in a darkly lit area .
20435,3113769557_9edbb8275c,a woman stands in front of a display case and another woman looks at a digital camera
20436,3113769557_9edbb8275c,a woman stands tall in front of a glass display while another woman takes a picture of something .
20437,3113769557_9edbb8275c,a woman stands with her arms out at her sides while another takes a picture .
20438,3113769557_9edbb8275c,a woman stands with her arms out in a store while another woman holds a camera .
20439,3113769557_9edbb8275c,one woman is taking a picture and another woman is standing sideways with her arm out .
20440,3114944484_28b5bb9842,a girl in a red shirt looks at her mom in a crowd of people sitting in white plastic chairs
20441,3114944484_28b5bb9842,a group of people are facing away from the camera .
20442,3114944484_28b5bb9842,a group of people with their backs to the camera and a little girl facing a lady .
20443,3114944484_28b5bb9842,a little girl looking into a females face in the midst of a crowd .
20444,3114944484_28b5bb9842,a young girl wearing red faces the opposite direction from the rest of a seated audience .
20445,3115174046_9e96b9ce47,a skateboarder casts a shadow jumping down stairs .
20446,3115174046_9e96b9ce47,a skateboarder flies off the stairs .
20447,3115174046_9e96b9ce47,a skateboarder jumps a staircase .
20448,3115174046_9e96b9ce47,a skateboarder performing a kickflip over short stairs .
20449,3115174046_9e96b9ce47,skateboarder jumping down a short flight of stairs in a dimly lit warehouse .
20450,3115354165_44dbeec6c1,"airborne skateboarder in front of a crowd ,"
20451,3115354165_44dbeec6c1,a skateboarder in the air .
20452,3115354165_44dbeec6c1,a skateboarder jumps while spectators watch .
20453,3115354165_44dbeec6c1,a skateboarder ollies .
20454,3115354165_44dbeec6c1,"people watching a skateboarding competition , while a person skateboards ."
20455,3115901702_f07aa0ef74,a woman walks as she looks at her cellphone and others look on .
20456,3115901702_f07aa0ef74,several ladies talking together .
20457,3115901702_f07aa0ef74,"three girls walking , one is checking her cellphone"
20458,3115901702_f07aa0ef74,three girls walk together and talk .
20459,3115901702_f07aa0ef74,three high school girls walk and talk on astroturf .
20460,3116011063_f4071ccce6,a man falling off of a surfboard in the ocean
20461,3116011063_f4071ccce6,a surfer flies over a crashing wave .
20462,3116011063_f4071ccce6,a surfer is falling into a big ocean wave
20463,3116011063_f4071ccce6,surfer in black wetsuit falling off his board into the water .
20464,3116011063_f4071ccce6,the surfer is wiped out by the wave .
20465,3116039960_54d1d68145,a girl holds a blue balloon as she walks .
20466,3116039960_54d1d68145,a girl in red shirt holds a green balloon in a crowd .
20467,3116039960_54d1d68145,a japanese girl carries a green balloon .
20468,3116039960_54d1d68145,an asian boy in a red shirt holds onto an aqua balloon .
20469,3116039960_54d1d68145,the girl is holding a blue balloon on a busy street .
20470,311619377_2ba3b36675,a black haired woman in a parka is looking at burning incense sticks .
20471,311619377_2ba3b36675,a woman looks at a plate filled with steam .
20472,311619377_2ba3b36675,a woman stands and watches incense burn with the smoke billowing .
20473,311619377_2ba3b36675,a woman stands over a copper bowl holding many burning incense .
20474,311619377_2ba3b36675,the woman is looking at a smoky exhibit .
20475,3116379964_86986750af,a dog and two people .
20476,3116379964_86986750af,a dog looks on as a woman eats .
20477,3116379964_86986750af,a dog sits between a man and a woman while they are eating .
20478,3116379964_86986750af,"a man and a woman at a meal , with a dog between them ."
20479,3116379964_86986750af,a woman eats while a dog sits next to her and a man .
20480,3116731299_6139b25c18,a little dog carries a small stick in his mouth .
20481,3116731299_6139b25c18,a little dog is carrying a small twig in its mouth .
20482,3116731299_6139b25c18,a small dog fetching a small stick .
20483,3116731299_6139b25c18,a small dog is carrying a stick in his mouth .
20484,3116731299_6139b25c18,a small dog is walking on green grass carrying a stick in its mouth .
20485,3116769029_f5a76f04ba,a boy in a tan coat throws some red leaves at the camera .
20486,3116769029_f5a76f04ba,a boy throws red and orange leaves into the air .
20487,3116769029_f5a76f04ba,a little boy is playing with the autumn leaves .
20488,3116769029_f5a76f04ba,little boy with green shirt and brown jacket is throwing orange fall leaves .
20489,3116769029_f5a76f04ba,young boy tosses autumn leaves
20490,3116985493_04b1dc3345,a lady and her daughter jump in a swimming pool .
20491,3116985493_04b1dc3345,a woman and a child play in the water .
20492,3116985493_04b1dc3345,a woman and a girl splashing in water .
20493,3116985493_04b1dc3345,a woman is holding a small girl in the midst of a large wave .
20494,3116985493_04b1dc3345,mother and daughter play in the waves .
20495,3117336911_a729f42869,children playing in a pool .
20496,3117336911_a729f42869,swimmers move through the water .
20497,3117336911_a729f42869,two children splashing in the water .
20498,3117336911_a729f42869,two kids splashing in the water .
20499,3117336911_a729f42869,two people are in the water and splashing .
20500,3117562746_62f57a02b5,a dog chases another dog .
20501,3117562746_62f57a02b5,two dogs are running through the snow with ball in their mouths .
20502,3117562746_62f57a02b5,"two dogs holding red balls in their mouth , running in the snow ."
20503,3117562746_62f57a02b5,two dogs in the snow
20504,3117562746_62f57a02b5,two tan dogs run in the snow carrying red balls in their mouths .
20505,3118425885_f0cc035032,a blonde lady wearing a tan jacket samples a seafood dish at a restaurant .
20506,3118425885_f0cc035032,a blond woman is eating in a busy restaurant .
20507,3118425885_f0cc035032,a blurry woman eating fish .
20508,3118425885_f0cc035032,a woman eating a large fish in a restaurant .
20509,3118425885_f0cc035032,a woman is eating fish at a restaurant .
20510,3118505332_b0792489b5,a man and a woman pose for the camera with pursed lips .
20511,3118505332_b0792489b5,a man and a woman posing for a picture
20512,3118505332_b0792489b5,a man and a woman smile as they dance .
20513,3118505332_b0792489b5,a man and woman making funny faces for picture .
20514,3118505332_b0792489b5,a woman and a man with a blue shirt are posing for a photograph .
20515,3118534315_cc03e5ddab,a man is recording something with a red flag behind him .
20516,3118534315_cc03e5ddab,a man with a video camera is taping while another paints art while onlookers pass by .
20517,3118534315_cc03e5ddab,a person holding a camera in front of a pole with writing on it .
20518,3118534315_cc03e5ddab,kid posts sign while a woman walks by and a young man hold a video camera
20519,3118534315_cc03e5ddab,the man is shooting video of another writing on a pole .
20520,3119076670_64b5340530,a snowboarder flies in the air .
20521,3119076670_64b5340530,a snowboarder is performing a stunt in mostly dark .
20522,3119076670_64b5340530,snowboarder in the air performing a stunt .
20523,3119076670_64b5340530,there is a snowboarder doing tricks in a half pipe .
20524,3119076670_64b5340530,the snowboarder gets serious air .
20525,3119696225_b289efaec8,a bike rider performing a stunt on the cliffs near the water .
20526,3119696225_b289efaec8,a biker makes a jump across from a city beach .
20527,3119696225_b289efaec8,"a cyclist doing a jump outdoors , with urban seaside terrain in the background ."
20528,3119696225_b289efaec8,a person is on a bike in midair .
20529,3119696225_b289efaec8,a person is riding his bicycle and is flying through the air on it .
20530,3119875880_22f9129a1c,a boy climbs rocks .
20531,3119875880_22f9129a1c,a boy crawls through a rock tunnel with his brother and father behind him .
20532,3119875880_22f9129a1c,a man watches two small boys playing in a naturally formed rock .
20533,3119875880_22f9129a1c,children playing on rocks .
20534,3119875880_22f9129a1c,kids play in a rocky area .
20535,3119887391_212f379797,a man and a woman are smiling .
20536,3119887391_212f379797,a man and a woman laughing .
20537,3119887391_212f379797,a man and a woman laugh together by a white door .
20538,3119887391_212f379797,a man and woman are apparantly laughing .
20539,3119887391_212f379797,the man and woman are both smiling .
20540,3119887967_271a097464,man in a sweater pointing at the camera .
20541,3119887967_271a097464,one man is posing with arms outstretched and finger pointed while another stares from behind him .
20542,3119887967_271a097464,the man in the black hat stands behind the man who is pointing his finger .
20543,3119887967_271a097464,"two men look toward the camera , while the one in front points his index finger ."
20544,3119887967_271a097464,"two men , one wearing a black hat while the one in front points , standing in a hallway ."
20545,3119903318_d032141839,a man in wrestling tights poses in a furious pose on a stage in front of some pyrotechnics .
20546,3119903318_d032141839,a man wearing no shirt stands on a stage with fire in the background .
20547,3119903318_d032141839,a man wearing shorts is standing near explosive special effects .
20548,3119903318_d032141839,an almost naked man on a stage with fire .
20549,3119903318_d032141839,a wrestler poses in front of a series of explosions .
20550,3119913014_688d4997d7,a man in a black vest walks on a rail .
20551,3119913014_688d4997d7,a man is standing with his arms spread wide and an open vest exposing his chest .
20552,3119913014_688d4997d7,a man wearing a vest and pants walks across stage at a concert .
20553,3119913014_688d4997d7,a man who is dressed like a wrestler walks while people take his picture .
20554,3119913014_688d4997d7,a shirtless man wearing a vest walks on a stage with his arms up .
20555,3120189281_1938460e85,"a boy , an adult and two dogs running through the snow"
20556,3120189281_1938460e85,a man and a child walk through the snow with two dogs .
20557,3120189281_1938460e85,family running with dogs in the snow .
20558,3120189281_1938460e85,two people are walking two golden dogs in the snow .
20559,3120189281_1938460e85,two people wearing camouflage clothing in the snow with two dogs .
20560,3120266797_47e7d91614,a group stands in the distance while the sky casts interesting light on some clouds .
20561,3120266797_47e7d91614,"a photographer stand to the left of a tree in a field , whist four other people stand to the right on a sunny day ."
20562,3120266797_47e7d91614,"dark bushes , siluettes of people , clouds ."
20563,3120266797_47e7d91614,men with surveying equipment are in the background of landscape .
20564,3120266797_47e7d91614,people and shrubs are silhouetted against an indigo sky .
20565,3120648767_812c72eabe,a dirt biker in the desert .
20566,3120648767_812c72eabe,a man does a jump in the desert on a motorcycle .
20567,3120648767_812c72eabe,a man is doing a motocross jump into the air .
20568,3120648767_812c72eabe,a man is riding his dirt bike through the air in the desert .
20569,3120648767_812c72eabe,a motorcycle rider wearing black and silver does a wheelie on a sandy terrain .
20570,3120953244_b00b152246,a boy blowing bubbles into the camera .
20571,3120953244_b00b152246,a little boy and a little girl are playing outside with bubbles .
20572,3120953244_b00b152246,a small boy blowing bubbles while a small girl stands behind him in the grass .
20573,3120953244_b00b152246,the girl has a passifier while the boy is making bubbles
20574,3120953244_b00b152246,two small blonde children blowing bubbles in a park .
20575,3121482932_f77ca12c01,a lone four wheeler wearing a helmet riding along a dusty path .
20576,3121482932_f77ca12c01,a man in jeans is riding an atv over sand .
20577,3121482932_f77ca12c01,a man on a 4-wheeler is in midair in a dry dusty area .
20578,3121482932_f77ca12c01,a person in a helmet rides a four-wheel vehicle in the desert .
20579,3121482932_f77ca12c01,a person rides a four-wheeler in the air .
20580,3121521593_18f0ec14f7,a smiling girl in glasses and a blue-gray scarf with a smiling girl in a black coat leaning on her shoulder .
20581,3121521593_18f0ec14f7,a woman leaning her head on the shoulder of another woman .
20582,3121521593_18f0ec14f7,"two girls , one wearing glasses , dressed in cold weather clothing smile for the camera ."
20583,3121521593_18f0ec14f7,two warmly dress girls posing for a picture outdoors
20584,3121521593_18f0ec14f7,two young woman hug and pose together for a picture .
20585,312156254_ef31dca5ed,a black dog in an orange bandanna pouncing on a blue soccer ball in an area covered by fallen leaves .
20586,312156254_ef31dca5ed,a black dog pounces on a ball in the leaves .
20587,312156254_ef31dca5ed,a black dog pushes a blue ball in a yard of brown leaves .
20588,312156254_ef31dca5ed,a dog jumps at a shiny blue soccer ball in a field of dry leaves .
20589,312156254_ef31dca5ed,a little black dog wearing a red collar is in the leaves with a blue ball .
20590,3122497129_d08f5729b8,the two dogs in the snow have a red leash .
20591,3122497129_d08f5729b8,two dogs fighting in the snow .
20592,3122497129_d08f5729b8,two dogs in the snow are playing with a red leash .
20593,3122497129_d08f5729b8,two dogs play in snow with red leash .
20594,3122497129_d08f5729b8,two dogs play with a red leash on the snow .
20595,3122579598_14841c038a,a playful puppy bites the shirt of a young boy .
20596,3122579598_14841c038a,two boys and a white dog stand in a park .
20597,3122579598_14841c038a,two children play with a white dog .
20598,3122579598_14841c038a,two children stand in the grass while a white dog bites one of their sweaters .
20599,3122579598_14841c038a,two kids playing with a dog .
20600,3122606953_a979dd3d33,a little black dog chases another little black dog through thick snow .
20601,3122606953_a979dd3d33,two black dogs walking through the snow .
20602,3122606953_a979dd3d33,"two dogs are running through snow , away from the camera ."
20603,3122606953_a979dd3d33,two dogs of the same breed are running through snow that has buried grass .
20604,3122606953_a979dd3d33,two large black dogs run through the snow .
20605,3122773470_b622205948,a group of people are backpacking through a grassy field .
20606,3122773470_b622205948,a group of people walk in a line through a field next to a forest .
20607,3122773470_b622205948,a group of people walking through a grassy field .
20608,3122773470_b622205948,people on a nature walk with nets and backpacks with trees to the left of them .
20609,3122773470_b622205948,several people in line walking through grass with nets in hand .
20610,3122888809_9ae9b4b9b2,a black dog and a brown dog are smelling each others noses .
20611,3122888809_9ae9b4b9b2,a black dog and a brown dog touching noses in a grassy field .
20612,3122888809_9ae9b4b9b2,a black dog is touching noses with a light brown dog .
20613,3122888809_9ae9b4b9b2,"there are two dogs , one is black and the other is brown , sniffing each other ."
20614,3122888809_9ae9b4b9b2,two dogs examine each other in a field .
20615,3122938209_2b2c6c1fab,a bicyclist does tricks on a lime green bike .
20616,3122938209_2b2c6c1fab,a man dressed in black rides a green bike .
20617,3122938209_2b2c6c1fab,a man performs a stoppie trick on his bmx green bicycle with no hands .
20618,3122938209_2b2c6c1fab,man on green bicycle performing a trick on one wheel .
20619,3122938209_2b2c6c1fab,the man is doing a trick on his green bike .
20620,3123351642_3794f2f601,a snowboarder in bright green performing a jump at a competition .
20621,3123351642_3794f2f601,"a snowboarder in midair , after jumping a ramp ."
20622,3123351642_3794f2f601,a snowboarder jumps high in the air over a snowy hill .
20623,3123351642_3794f2f601,a snowboarder launches off a ramp .
20624,3123351642_3794f2f601,snowboarder sails in the air .
20625,3123463486_f5b36a3624,"a brown , black , and white dog runs along on the gravel ."
20626,3123463486_f5b36a3624,a dog runs
20627,3123463486_f5b36a3624,a little dog running on sand .
20628,3123463486_f5b36a3624,"the brown , white and black dog runs on a gravel surface ."
20629,3123463486_f5b36a3624,the dog is running across the gravel .
20630,3123526484_02952e40fc,a couple standing outside a street
20631,3123526484_02952e40fc,a man and a woman standing on a city street .
20632,3123526484_02952e40fc,a man wearing black and a woman wearing white are smiling .
20633,3123526484_02952e40fc,a woman and a man standing on a busy city street smiling .
20634,3123526484_02952e40fc,two people stand on a boston street in winter .
20635,3123770450_cedc16d162,a deer and several turkeys together in the snow
20636,3123770450_cedc16d162,a deer looks at 5 turkeys in the snow .
20637,3123770450_cedc16d162,deer and turkeys in the snow .
20638,3123770450_cedc16d162,deer and turkeys stand on snow covered ground .
20639,3123770450_cedc16d162,large turkeys and deer stand in the snow .
20640,312427606_defa0dfaa8,a blond-hair girl is eating a peach .
20641,312427606_defa0dfaa8,a girl eating a peach .
20642,312427606_defa0dfaa8,a girl eats a peach .
20643,312427606_defa0dfaa8,a little blond-haired girl enjoys eating a peach .
20644,312427606_defa0dfaa8,a young girl with blonde hair eating a peach .
20645,3124549928_10904a5a83,a boy in a brown jacket holds a large chunk of snow .
20646,3124549928_10904a5a83,a boy wearing blue mittens gets ready to throw snow .
20647,3124549928_10904a5a83,a child preparing to throw a snowball .
20648,3124549928_10904a5a83,a young boy grins as he holds up a clump of snow .
20649,3124549928_10904a5a83,a young boy in a brown jacket playing with snow .
20650,3124838157_7ef96745b7,a man and two women pose outside a retail store .
20651,3124838157_7ef96745b7,a short woman poses between two tall men in front of a store that 's going out of busines .
20652,3124838157_7ef96745b7,three people stand in front of a store window and smile .
20653,3124838157_7ef96745b7,three people standing outside a store window with two large signs in the background
20654,3124838157_7ef96745b7,two tall men and a short woman standing in front of a store that is having a closeout
20655,3124964754_2e8a98fb09,a man jumping a barrel while skateboarding .
20656,3124964754_2e8a98fb09,man does a skateboard trick on green barrel .
20657,3124964754_2e8a98fb09,skateboarder grinding a barrel .
20658,3124964754_2e8a98fb09,the man is rollerskating on a green barrel .
20659,3124964754_2e8a98fb09,the skateboarder is leaping over a green barrel .
20660,3125041578_c1f2d73b6d,an ice skater skating around a ring
20661,3125041578_c1f2d73b6d,"an ice speed skater is skating on the ice wearing a red , blue , and grey uniform ."
20662,3125041578_c1f2d73b6d,a person speed skating
20663,3125041578_c1f2d73b6d,a speed skater on the ice rink .
20664,3125041578_c1f2d73b6d,speedskater skating a race .
20665,3125158798_0743dae56e,"a man and a woman with a red book , both dressed in black ."
20666,3125158798_0743dae56e,a man and woman pose together on a cobblestone street .
20667,3125158798_0743dae56e,a well dressed man and woman are posing for a picture .
20668,3125158798_0743dae56e,man and woman standing together on a cobbled street having their picture taken .
20669,3125158798_0743dae56e,the warmly dressed man and woman stand together outside .
20670,3125309108_1011486589,a group of men hold up a man to get a rugby ball .
20671,3125309108_1011486589,a soccer team is holding up on player in victory .
20672,3125309108_1011486589,rugby match
20673,3125309108_1011486589,"the team of soccer players is competing while wearing red , white , and green ."
20674,3125309108_1011486589,two opposing players are in the air during a rugby match .
20675,3125628091_25a31709df,a little boy in pajamas snuggles on a couch with a santa hat .
20676,3125628091_25a31709df,a small child wearing a green long sleeved top lays with her head on a pillow .
20677,3125628091_25a31709df,a smiling child with christmas colored clothing .
20678,3125628091_25a31709df,"child on couch , holding red cloth with white fur ."
20679,3125628091_25a31709df,the child with a green shirt is on a bed smiling
20680,3126225245_96cd2c053f,a little kid in a striped shirt on a purple floor is getting excited at chasing bubbles .
20681,3126225245_96cd2c053f,a young toddler boy dances with bubbles at an inside play area .
20682,3126225245_96cd2c053f,little kids play with bubbles as an adult blows them .
20683,3126225245_96cd2c053f,the child jumps up at bubbles .
20684,3126225245_96cd2c053f,young boy with blonde hair swipes at bubbles in the air .
20685,3126681108_f88128699c,a warmly dressed person is shoveling snow outside a house .
20686,3126681108_f88128699c,a young girl is shoveling snow in front of a house .
20687,3126681108_f88128699c,"child shovels snow , near bush , outside of building ."
20688,3126681108_f88128699c,the child is shoveling deep white snow near the house .
20689,3126681108_f88128699c,the girl wearing a brown jacket whilst walking in snow .
20690,3126724531_f483e1b92a,a man stands on a surfboard and coasts down a large wave .
20691,3126724531_f483e1b92a,a surfer catches a large wave .
20692,3126724531_f483e1b92a,a surfer rides the waves .
20693,3126724531_f483e1b92a,a surfer surfs across the large wave .
20694,3126724531_f483e1b92a,the surfer in the wetsuit is riding a wave .
20695,3126752627_dc2d6674da,a basketball player shooting while another player is trying to block his shot .
20696,3126752627_dc2d6674da,a basketball player tries to block another .
20697,3126752627_dc2d6674da,two basketball players reaching for a ball .
20698,3126752627_dc2d6674da,two men are playing basketball
20699,3126752627_dc2d6674da,two men jump for the basketball .
20700,3126773489_7ae425af17,a basketball player defends another player .
20701,3126773489_7ae425af17,a man with a basketball blocks an attempt to take his ball .
20702,3126773489_7ae425af17,man runs by other man with basketball at a game .
20703,3126773489_7ae425af17,"the player in the white dribbles the ball , while the player in the orange tries to stop him ."
20704,3126773489_7ae425af17,two men are playing during a basketball game .
20705,3126795109_73920ed5dc,a bald basketball player is standing on a court with the ball in his right hand .
20706,3126795109_73920ed5dc,a basketball player holding a ball with miami 5 on his shirt .
20707,3126795109_73920ed5dc,a guy playing basketball .
20708,3126795109_73920ed5dc,a miami basketball player with basketball in right hand on court .
20709,3126795109_73920ed5dc,number five of the university of miami men 's basketball team has the ball .
20710,3126981064_1e803c3d7f,a man in a black wetsuit is surfing on a big wave .
20711,3126981064_1e803c3d7f,a man in a wetsuit surfing .
20712,3126981064_1e803c3d7f,a surfer is riding a large wave .
20713,3126981064_1e803c3d7f,two surfers catch the same huge wave in the ocean .
20714,3126981064_1e803c3d7f,two surfers ride a wave .
20715,3127142756_bf0bfcb571,two black dogs in the snow .
20716,3127142756_bf0bfcb571,two black dogs jump in the snow .
20717,3127142756_bf0bfcb571,two black dogs run in the snow in a field of dry grass .
20718,3127142756_bf0bfcb571,two dogs are running and playing in the snow
20719,3127142756_bf0bfcb571,two dogs playing in the snow .
20720,3127614086_9f1d3cf73d,a basketball player attempts to get the basketball from another player .
20721,3127614086_9f1d3cf73d,fast paced basketball action
20722,3127614086_9f1d3cf73d,the basketball player wearing the white outfit and orange sneakers is doing a lay up .
20723,3127614086_9f1d3cf73d,two men are playing basketball
20724,3127614086_9f1d3cf73d,"while one ball player watches helplessly , another jumps and shoots the ball toward the basket ."
20725,3127629248_a955b5763b,a basketball player is about to make a lay-up .
20726,3127629248_a955b5763b,"four basketball players , in front of a crowd ."
20727,3127629248_a955b5763b,"miami and clemson playing a basketball game , one player about to lay the ball in"
20728,3127629248_a955b5763b,the basketball player in white is jumping up to score a point against the orange team .
20729,3127629248_a955b5763b,the man in the white jersey is trying to score and his opponent is trying to catch the ball .
20730,3127888173_9a9a8ac3bd,little kids stand together and receive an award for something .
20731,3127888173_9a9a8ac3bd,three children are standing with baskets on numbered blocks .
